[Fri Nov  6 14:52:57.995 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:54:31.904 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:54:44.382 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:55:01.122 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:56:13.219 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:56:24.373 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 14:57:51.780 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:01:37.880 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:05:38.286 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:05:53.089 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:16:50.104 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:18:22.516 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:19:20.552 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:24:49.024 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:25:17.926 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:29:00.811 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:31:46.508 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:33:37.220 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:33:38.388 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 15:34:14.819 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:43:15.232 2009] 0.032 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:43:17.581 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:43:32.472 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:43:48.514 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:44:49.652 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:45:49.694 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:58:00.942 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 16:59:09.901 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:04:31.988 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:06:32.039 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:06:43.797 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:07:09.531 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:11:15.755 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:11:50.277 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:12:05.031 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:13:45.833 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:15:31.138 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:19:20.137 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:20:02.247 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:20:22.898 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:20:37.166 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:21:34.929 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:24:35.076 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:25:17.483 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:25:31.054 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:25:40.180 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:26:16.202 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:27:46.317 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:30:21.098 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:50:36.646 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:51:47.956 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:53:07.088 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 17:53:27.764 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:08:54.429 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:09:42.326 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:10:00.804 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:10:24.041 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:11:00.866 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:11:39.059 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:11:49.257 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:12:21.993 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:13:15.636 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:13:52.380 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:15:14.463 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 18:18:49.972 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:21:38.049 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:22:29.001 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:22:48.927 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:38:57.565 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:39:44.718 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:49:02.724 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:49:16.256 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 20:59:11.788 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:44:56.163 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:45:56.107 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:47:07.823 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:47:26.960 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:48:22.952 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Fri Nov  6 21:48:35.849 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 09:54:47.777 2009] 0.016 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 14:26:40.144 2009] 0.019 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 14:29:00.326 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 14:36:07.898 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Sat Nov  7 17:18:01.038 2009] 0.000 sec [scan/2/rel 237 (0,6)] [*] 
[Sat Nov  7 17:18:05.188 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 17:18:12.512 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 17:18:26.568 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sat Nov  7 17:19:19.839 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Sun Nov  8 22:45:47.634 2009] 0.025 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 15:19:06.914 2009] 0.022 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:10:06.180 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 17:12:36.308 2009] 0.004 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 17:13:24.100 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 17:19:23.999 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:21:16.941 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:21:21.427 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:22:34.640 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:23:03.788 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:24:11.116 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Mon Nov  9 17:24:34.321 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 17:27:33.273 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 17:28:51.117 2009] 0.003 sec [scan/2/rel 43159 (0,12)] [*] 
[Mon Nov  9 23:20:11.576 2009] 0.003 sec [scan/2/rel 43159 (0,20)] [*] 
[Mon Nov  9 23:20:41.322 2009] 0.003 sec [scan/2/rel 43159 (0,20)] [*] 
[Mon Nov  9 23:21:45.306 2009] 0.003 sec [scan/2/rel 43159 (0,20)] [*] 
[Mon Nov  9 23:22:25.117 2009] 0.003 sec [scan/2/rel 43159 (0,20)] [*] 
[Mon Nov  9 23:23:33.305 2009] 0.003 sec [scan/2/rel 43159 (0,20)] [*] 
[Mon Nov  9 23:23:50.514 2009] 0.004 sec [scan/2/rel 43159 (0,20)] [*] 
[Tue Nov 10 08:34:23.926 2009] 0.046 sec [all/2/rel 1489 (0,20)] [*] bar
[Tue Nov 10 08:35:30.527 2009] 0.002 sec [all/2/rel 1489 (0,20)] [*] bar
[Tue Nov 10 09:14:35.664 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Tue Nov 10 10:02:36.003 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:04:49.595 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:19:44.397 2009] 0.004 sec [scan/4/rel 31430 (0,20)] [*] 
[Tue Nov 10 10:21:52.264 2009] 0.004 sec [scan/4/rel 31430 (0,20)] [*] 
[Tue Nov 10 10:22:08.530 2009] 0.003 sec [scan/4/rel 5824 (0,20)] [*] 
[Tue Nov 10 10:23:23.246 2009] 0.029 sec [all/4/rel 223 (0,20)] [*] bar
[Tue Nov 10 10:23:25.502 2009] 0.002 sec [all/4/rel 223 (0,20)] [*] bar
[Tue Nov 10 10:23:29.949 2009] 0.001 sec [all/4/rel 223 (0,20)] [*] bar
[Tue Nov 10 10:23:35.879 2009] 0.001 sec [all/4/rel 223 (0,20)] [*] bar
[Tue Nov 10 10:23:40.652 2009] 0.001 sec [all/4/rel 223 (0,20)] [*] bar
[Tue Nov 10 10:26:59.974 2009] 0.004 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:27:06.263 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:35.314 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:27:43.724 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:48.320 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:51.055 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:53.525 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:56.099 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:27:58.159 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:28:01.868 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:28:30.817 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:28:37.159 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:28:40.601 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:31:58.715 2009] 0.002 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:32:00.136 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:32:19.651 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:32:26.823 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:32:32.601 2009] 0.001 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:34:13.288 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 10:34:19.494 2009] 0.003 sec [all/4/rel 72 (0,20)] [*] bar
[Tue Nov 10 10:34:29.059 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 11:02:36.434 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 11:02:40.470 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 11:05:19.569 2009] 0.003 sec [scan/4/rel 8148 (0,20)] [*] 
[Tue Nov 10 11:05:26.728 2009] 0.003 sec [scan/4/rel 5824 (0,20)] [*] 
[Tue Nov 10 11:05:30.847 2009] 0.003 sec [scan/4/rel 5824 (0,20)] [*] 
[Tue Nov 10 11:05:43.728 2009] 0.003 sec [scan/4/rel 5824 (0,20)] [*] 
[Tue Nov 10 11:30:33.875 2009] 0.006 sec [scan/4/rel 1723 (0,20)] [*] 
[Tue Nov 10 11:35:02.035 2009] 0.003 sec [scan/4/rel 1723 (0,20)] [*] 
[Fri Nov 13 12:41:43.011 2009] 0.050 sec [all/4/rel 223 (0,20)] [*] bar
[Fri Nov 13 12:52:51.544 2009] 0.041 sec [scan/2/rel 1 (0,20)] [user_core] 
[Fri Nov 13 13:15:27.921 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:32:06.851 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex  @age 123123
[Fri Nov 13 13:32:11.404 2009] 0.017 sec [ext/2/rel 0 (0,20)] [*] @sex 1 @age 123123
[Fri Nov 13 13:32:15.822 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex 1 @age 123123
[Fri Nov 13 13:32:20.369 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex 12 @age 123123
[Fri Nov 13 13:32:32.100 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex 12 @age 12345678123
[Fri Nov 13 13:33:22.392 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex  @age 123123
[Fri Nov 13 13:33:26.336 2009] 0.000 sec [ext/2/rel 0 (0,20)] [*] @sex 12 @age 123123
[Fri Nov 13 13:34:33.207 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:34:37.656 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:34:41.186 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:35:17.341 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:35:57.170 2009] 0.023 sec [all/4/rel 1 (0,20)] [*] alex
[Fri Nov 13 13:36:55.769 2009] 0.000 sec [all/4/rel 1 (0,20)] [*] alex
[Fri Nov 13 13:36:57.768 2009] 0.000 sec [all/4/rel 1 (0,20)] [*] alex
[Fri Nov 13 13:36:59.487 2009] 0.000 sec [all/4/rel 1 (0,20)] [*] alex
[Fri Nov 13 13:37:22.035 2009] 0.000 sec [all/4/rel 1 (0,20)] [*] alex
[Fri Nov 13 13:39:22.814 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:39:25.730 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:40:52.590 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:40:57.995 2009] 0.000 sec [scan/4/rel 62 (0,20)] [*] 
[Fri Nov 13 13:41:33.358 2009] 0.000 sec [scan/4/rel 19 (0,20)] [*] 
[Fri Nov 13 13:41:39.792 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 13:41:42.896 2009] 0.000 sec [scan/4/rel 19 (0,20)] [*] 
[Fri Nov 13 13:41:45.917 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:41:49.106 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 13:41:51.685 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 13:42:09.473 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 13:42:14.980 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 13:42:17.128 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 13:44:35.764 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:44:38.347 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:45:19.131 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:45:38.966 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:48:13.491 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:48:23.789 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:48:35.836 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:48:53.301 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:51:05.599 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:51:08.515 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:51:10.745 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:51:12.090 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:53:33.556 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:53:38.308 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 13:53:42.427 2009] 0.000 sec [scan/4/rel 19 (0,20)] [*] 
[Fri Nov 13 13:53:47.483 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 13:54:00.014 2009] 0.000 sec [scan/4/rel 32 (0,20)] [*] 
[Fri Nov 13 13:54:03.549 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 13:54:05.838 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:54:11.807 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:54:17.441 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:54:26.341 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:54:28.851 2009] 0.000 sec [scan/4/rel 32 (0,20)] [*] 
[Fri Nov 13 13:54:35.564 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 13:55:20.796 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 13:55:25.223 2009] 0.000 sec [scan/4/rel 20 (0,20)] [*] 
[Fri Nov 13 14:00:56.495 2009] 0.000 sec [scan/4/rel 32 (0,20)] [*] 
[Fri Nov 13 14:00:59.465 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:02.086 2009] 0.000 sec [scan/4/rel 11 (0,20)] [*] 
[Fri Nov 13 14:01:07.742 2009] 0.000 sec [scan/4/rel 10 (0,20)] [*] 
[Fri Nov 13 14:01:13.784 2009] 0.000 sec [scan/4/rel 10 (0,20)] [*] 
[Fri Nov 13 14:01:16.589 2009] 0.000 sec [scan/4/rel 10 (0,20)] [*] 
[Fri Nov 13 14:01:21.389 2009] 0.000 sec [scan/4/rel 10 (0,20)] [*] 
[Fri Nov 13 14:01:24.566 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:28.069 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:31.261 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:34.276 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:37.466 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:40.263 2009] 0.000 sec [scan/4/rel 10 (0,20)] [*] 
[Fri Nov 13 14:01:43.570 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:01:46.533 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:01:49.765 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:01:53.115 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:01:57.164 2009] 0.000 sec [scan/4/rel 2 (0,20)] [*] 
[Fri Nov 13 14:02:00.448 2009] 0.000 sec [scan/4/rel 2 (0,20)] [*] 
[Fri Nov 13 14:02:04.072 2009] 0.000 sec [scan/4/rel 2 (0,20)] [*] 
[Fri Nov 13 14:02:08.396 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:02:13.495 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:02:17.917 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:02:21.983 2009] 0.000 sec [scan/4/rel 1 (0,20)] [*] 
[Fri Nov 13 14:02:25.606 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 14:02:38.371 2009] 0.000 sec [all/4/rel 2 (0,20)] [*] jane
[Fri Nov 13 14:05:32.463 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:05:35.989 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:05:38.482 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:05:41.432 2009] 0.000 sec [scan/4/rel 9 (0,20)] [*] 
[Fri Nov 13 14:05:47.214 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Fri Nov 13 14:57:31.526 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 14:57:35.344 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 15:14:43.937 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 15:14:48.521 2009] 0.000 sec [scan/4/rel 21 (0,20)] [*] 
[Fri Nov 13 15:29:55.649 2009] 0.000 sec [scan/4/rel 21 (0,20)] [*] 
[Fri Nov 13 15:38:16.111 2009] 0.000 sec [scan/4/rel 14 (0,20)] [*] 
[Fri Nov 13 15:38:51.418 2009] 0.000 sec [scan/4/rel 19 (0,20)] [*] 
[Fri Nov 13 15:44:27.513 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:52:13.566 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:52:16.459 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:52:20.540 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:52:25.705 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 15:53:53.450 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:53:57.043 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 15:54:00.177 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 16:04:16.293 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 16:05:37.638 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 16:05:40.838 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Fri Nov 13 17:04:57.335 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Fri Nov 13 17:05:19.560 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
[Mon Nov 16 14:24:26.601 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Mon Nov 16 14:24:32.114 2009] 0.000 sec [scan/4/rel 21 (0,20)] [*] 
[Tue Nov 17 11:44:29.977 2009] 0.015 sec [scan/4/rel 12 (0,20)] [*] 
[Tue Nov 17 11:46:42.006 2009] 0.000 sec [scan/4/rel 0 (0,20)] [*] 
[Tue Nov 17 11:46:45.843 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Tue Nov 17 12:24:02.061 2009] 0.000 sec [scan/4/rel 12 (0,20)] [*] 
[Tue Nov 17 12:30:34.608 2009] 0.031 sec [all/4/rel 0 (0,20)] [*] travelling
[Tue Nov 17 12:30:41.747 2009] 0.000 sec [all/4/rel 0 (0,20)] [*] travell
[Tue Nov 17 12:30:42.299 2009] 0.000 sec [all/4/rel 0 (0,20)] [*] travell
[Tue Nov 17 12:30:50.659 2009] 0.000 sec [all/4/rel 0 (0,20)] [*] travell
[Tue Nov 17 12:30:54.104 2009] 0.000 sec [all/4/rel 0 (0,20)] [*] travel
[Tue Nov 17 12:30:58.034 2009] 0.000 sec [all/4/rel 0 (0,20)] [*] travel
[Tue Nov 17 12:31:03.472 2009] 0.031 sec [all/4/rel 2 (0,20)] [*] jane
[Tue Nov 17 12:31:08.581 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Tue Nov 17 12:31:21.237 2009] 0.000 sec [scan/2/rel 1 (0,20)] [user_core] 
[Tue Nov 17 14:51:09.578 2009] 0.000 sec [scan/4/rel 44 (0,20)] [*] 
